mir	disease	causality
hsa-mir-381	Tuberculosis	1
hsa-mir-133a	Laryngeal Neoplasms	1
hsa-mir-138-1	Carcinoma, Renal Cell	1
hsa-mir-20b	Diabetic Retinopathy	1
hsa-mir-15a	Papillomaviridae	1
hsa-mir-125b	Heart Diseases	1
hsa-mir-24	Breast Neoplasms	1
hsa-mir-29c	Brain Diseases	1
hsa-mir-181b	Colorectal Neoplasms	1
hsa-mir-23a	Laryngeal Neoplasms	1
hsa-mir-183	Colorectal Neoplasms	1
hsa-mir-449a	Breast Neoplasms	1
hsa-mir-210	Kidney Neoplasms	1
hsa-mir-195	Myocardial Reperfusion Injury	1
hsa-mir-221	Breast Neoplasms	1
hsa-mir-203	Multiple Myeloma	1
hsa-mir-373	Colorectal Neoplasms	1
hsa-mir-206	Alzheimer Disease	1
hsa-mir-429	Diabetes Mellitus	1
hsa-mir-503	Atherosclerosis	1
hsa-mir-378a	Liver Cirrhosis	1
hsa-mir-34a	Cataract	1
hsa-mir-218-2	Nasopharyngeal Neoplasms	1
hsa-mir-15b	Glioblastoma	1
hsa-mir-152	Carcinoma, Hepatocellular	1
hsa-mir-138	Urinary Bladder Neoplasms	1
hsa-mir-497	Heart Diseases	1
hsa-mir-33b	Carcinoma, Hepatocellular	1
hsa-mir-202	Scleroderma, Systemic	1
hsa-let-7a-1	Colorectal Neoplasms	1
hsa-mir-375	Breast Neoplasms	1
hsa-mir-424	Uterine Cervical Neoplasms	1
hsa-mir-34a	Melanoma	1
hsa-mir-1307	Prostatic Neoplasms	1
hsa-mir-133a	Hypertension	1
hsa-mir-30b	Esophageal Neoplasms	1
hsa-let-7a	Sarcoma, Ewing	1
hsa-mir-543	Uterine Cervical Neoplasms	1
hsa-mir-499	Heart Diseases	1
hsa-mir-206	Carcinoma, Hepatocellular	1
hsa-mir-200b	Cicatrix, Hypertrophic	1
hsa-mir-218	Carcinoma, Hepatocellular	1
hsa-mir-590	Prostatic Neoplasms	1
hsa-mir-613	Retinoblastoma	1
hsa-mir-184	Carcinoma, Renal Cell	1
hsa-mir-27a	Adenoviridae Infections	1
hsa-mir-329	Uterine Cervical Neoplasms	1
hsa-mir-138	Cardiovascular Diseases	1
hsa-mir-34c	Diabetic Nephropathies	1
hsa-mir-140	Osteosarcoma	1
hsa-mir-24-1	Liver Neoplasms	1
hsa-mir-29a	Carcinoma, Non-Small-Cell Lung	1
hsa-let-7d	Inflammation	1
hsa-mir-15a	Carcinoma, Hepatocellular	1
hsa-mir-31	Carcinoma, Hepatocellular	1
hsa-mir-491	Glioma	1
hsa-mir-372	Endometrial Neoplasms	1
hsa-mir-129	Stomach Neoplasms	1
hsa-mir-488	Stomach Neoplasms	1
hsa-mir-382	Colorectal Neoplasms	1
hsa-mir-448	Stomach Neoplasms	1
hsa-mir-26b	Pulmonary Fibrosis	1
hsa-mir-154	Stomach Neoplasms	1
hsa-mir-205	Endometrial Neoplasms	1
hsa-mir-106a	Prostatic Neoplasms	1
hsa-mir-204	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-15b	Glioma	1
hsa-mir-429	Uterine Cervical Neoplasms	1
hsa-mir-26a	Ovarian Neoplasms	1
hsa-mir-200c	Neuralgia	1
hsa-mir-221	Pulmonary Fibrosis	1
hsa-mir-30e	Parkinson Disease	1
hsa-mir-29b	Liver Cirrhosis	1
hsa-mir-646	Colorectal Neoplasms	1
hsa-mir-17	Diabetes Mellitus, Type 2	1
hsa-mir-125b	Ovarian Neoplasms	1
hsa-mir-183	Carcinoma, Renal Cell	1
hsa-mir-141	Carcinoma, Hepatocellular	1
hsa-mir-520a	Lymphoma, Non-Hodgkin	1
hsa-mir-29b	Hypertension, Pulmonary	1
hsa-mir-876	Carcinoma, Hepatocellular	1
hsa-mir-125	Colorectal Neoplasms	1
hsa-mir-340	Hemangiosarcoma	1
hsa-mir-545	Stomach Neoplasms	1
hsa-mir-613	Reperfusion Injury	1
hsa-mir-155	Cicatrix, Hypertrophic	1
hsa-mir-1	Heart Diseases	1
hsa-mir-100	Nasopharyngeal Neoplasms	1
hsa-mir-411	Urinary Bladder Neoplasms	1
hsa-let-7f	Retinal Degeneration	1
hsa-let-7i	Retinal Degeneration	1
hsa-mir-140	Cardiovascular Diseases	1
hsa-mir-675	Glioma	1
hsa-mir-744	Ovarian Neoplasms	1
hsa-mir-143	Neuroblastoma	1
hsa-mir-1297	Uterine Cervical Neoplasms	1
hsa-mir-216b	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-125b	Hepatitis B	1
hsa-mir-372	Carcinoma, Hepatocellular	1
hsa-mir-320	Diabetes Mellitus	1
hsa-mir-31	Chordoma	1
hsa-mir-34c	Osteosarcoma	1
hsa-mir-196a	Triple Negative Breast Neoplasms	1
hsa-mir-26a	Lung Injury	1
hsa-mir-610	Multiple Myeloma	1
hsa-mir-33a	Laryngeal Neoplasms	1
hsa-mir-6852	Colorectal Neoplasms	1
hsa-mir-124a	Pancreatic Neoplasms	1
hsa-mir-145	Colonic Neoplasms	1
hsa-mir-18a	Osteosarcoma	1
hsa-mir-383	Cholangiocarcinoma	1
hsa-mir-483	Thyroid Carcinoma, Anaplastic	1
hsa-mir-101-2	Carcinoma, Hepatocellular	1
hsa-mir-338	Arthritis, Rheumatoid	1
hsa-mir-21	Prostatic Neoplasms	1
hsa-mir-21	Cardiomyopathy, Hypertrophic	1
hsa-mir-184	Nasopharyngeal Neoplasms	1
hsa-mir-146a	Spinal Cord Injuries	1
hsa-mir-331	Neoplasms	1
hsa-mir-423	Diabetic Nephropathies	1
hsa-mir-125a	Breast Neoplasms	1
hsa-mir-106b	Cholesteatoma	1
hsa-mir-9-3	Stomach Neoplasms	1
hsa-mir-602	Hepatitis B	1
hsa-mir-18a	Leukemia	1
hsa-mir-27a	Cerebral Hemorrhage	1
hsa-mir-542	Liver Cirrhosis	1
hsa-mir-125	Urinary Bladder Neoplasms	1
hsa-mir-101-1	Prostatic Neoplasms	1
hsa-mir-124-1	Arthritis, Rheumatoid	1
hsa-mir-34a	Hepatoblastoma	1
hsa-mir-33a	Colorectal Neoplasms	1
hsa-mir-34a	Liver Cirrhosis	1
hsa-mir-7-2	Glioma	1
hsa-mir-7-3	Glioma	1
hsa-mir-101	Osteoarthritis	1
hsa-mir-106a	Diabetic Retinopathy	1
hsa-mir-1-2	Head and Neck Neoplasms	1
hsa-mir-218-1	Nasopharyngeal Neoplasms	1
hsa-mir-10a	Stomach Neoplasms	1
hsa-mir-494	Prostatic Neoplasms	1
hsa-mir-20a	Thyroid Neoplasms	1
hsa-mir-31	Cystic Fibrosis	1
hsa-mir-223	Stomach Neoplasms	1
hsa-mir-30b	Stomach Neoplasms	1
hsa-mir-124-2	Carcinoma, Hepatocellular	1
hsa-mir-106a	Carcinoma, Hepatocellular	1
hsa-mir-1-1	Thyroid Neoplasms	1
hsa-mir-93	Breast Neoplasms	1
hsa-mir-145	Nasopharyngeal Neoplasms	1
hsa-mir-637	Glioma	1
hsa-mir-21	Carcinoma, Renal Cell	1
hsa-mir-146b	Pancreatic Neoplasms	1
hsa-mir-194-1	Endometrial Neoplasms	1
hsa-mir-155	Chordoma	1
hsa-mir-675	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-204	Pre-Eclampsia	1
hsa-let-7f-2	Endometrial Neoplasms	1
hsa-mir-19a	Medulloblastoma	1
hsa-mir-125b-2	Huntington Disease	1
hsa-mir-18a	Lymphoma, Mantle-Cell	1
hsa-mir-378a	Cardiovascular Diseases	1
hsa-mir-34c	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-205	Glioblastoma	1
hsa-mir-29a	Cholangiocarcinoma	1
hsa-mir-98	Glioma	1
hsa-mir-33	Alzheimer Disease	1
hsa-mir-155	Pneumonia	1
hsa-mir-21	Diabetes Mellitus	1
hsa-mir-20a	Leukemia, Lymphocytic, Chronic, B-Cell	1
hsa-mir-24	Diabetic Angiopathies	1
hsa-mir-93	Macular Degeneration	1
hsa-let-7f-1	Breast Neoplasms	1
hsa-mir-25	Glioblastoma	1
hsa-mir-122	Leukemia, Myeloid, Acute	1
hsa-mir-132	Colonic Neoplasms	1
hsa-mir-128-1	Glioma	1
hsa-mir-155	Chemical and Drug Induced Liver Injury	1
hsa-mir-328	Colorectal Neoplasms	1
hsa-mir-483	Glioma	1
hsa-mir-26a-2	Cholangiocarcinoma	1
hsa-mir-215	Colonic Neoplasms	1
hsa-mir-183	Rectal Neoplasms	1
hsa-mir-214	Cholangiocarcinoma	1
hsa-mir-106b	Leiomyoma	1
hsa-mir-16-1	Retinoblastoma	1
hsa-mir-7-1	Stomach Neoplasms	1
hsa-mir-200a	Pancreatic Neoplasms	1
hsa-mir-222	Melanoma	1
hsa-mir-145	Wounds and Injuries	1
hsa-mir-93	Prostatic Neoplasms	1
hsa-mir-135b	Lymphoma	1
hsa-mir-125b-2	Osteosarcoma	1
hsa-mir-138-1	Nasopharyngeal Neoplasms	1
hsa-mir-138-2	Nasopharyngeal Neoplasms	1
hsa-mir-9-1	Colonic Neoplasms	1
hsa-mir-30d	Carcinoma, Renal Cell	1
hsa-mir-199a-1	Muscular Dystrophy, Duchenne	1
hsa-mir-7-2	Breast Neoplasms	1
hsa-mir-196a-1	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-100	Neoplasms	1
hsa-mir-26a	Idiopathic Pulmonary Fibrosis	1
hsa-mir-27a	Leukemia, Myeloid, Acute	1
hsa-mir-218-2	Glioma	1
hsa-mir-503	Hypertension	1
hsa-mir-362	Colorectal Neoplasms	1
hsa-mir-99a	Esophageal Neoplasms	1
hsa-mir-199b	Breast Neoplasms	1
hsa-mir-130b	Endometrial Neoplasms	1
hsa-mir-130a	Colorectal Neoplasms	1
hsa-mir-155	Laryngeal Neoplasms	1
hsa-mir-27a	Hepatitis C	1
hsa-mir-150	Lymphoma	1
hsa-mir-339	Colorectal Neoplasms	1
hsa-mir-520b	Carcinoma, Hepatocellular	1
hsa-mir-143	Breast Neoplasms	1
hsa-mir-124	Breast Neoplasms	1
hsa-mir-134	Head and Neck Neoplasms	1
hsa-mir-199a	Endometrial Neoplasms	1
hsa-mir-17	Encephalomyelitis	1
hsa-mir-23a	Glioma	1
hsa-mir-122	Crohn Disease	1
hsa-mir-92b	Glioblastoma	1
hsa-mir-212	Carcinoma, Hepatocellular	1
hsa-mir-223	Glioma	1
hsa-mir-335	Small Cell Lung Carcinoma	1
hsa-mir-141	Pancreatic Neoplasms	1
hsa-mir-142	Precursor Cell Lymphoblastic Leukemia-Lymphoma	1
hsa-mir-590	Kidney Neoplasms	1
hsa-mir-23a	Carcinoma, Hepatocellular	1
hsa-mir-378	Carcinoma, Hepatocellular	1
hsa-mir-126	Colorectal Neoplasms	1
hsa-mir-191	Colorectal Neoplasms	1
hsa-mir-582	Tuberculosis	1
hsa-mir-29c	Urinary Bladder Neoplasms	1
hsa-mir-195	Endometriosis	1
hsa-mir-874	Reperfusion Injury	1
hsa-mir-134	Carcinoma, Hepatocellular	1
hsa-mir-296	Breast Neoplasms	1
hsa-mir-489	Cardiomegaly	1
hsa-mir-26a	Uterine Cervical Neoplasms	1
hsa-mir-20a	Endometriosis	1
hsa-mir-24	Carcinoma, Hepatocellular	1
hsa-mir-638	Neoplasms	1
hsa-mir-590	Atherosclerosis	1
hsa-mir-183	Kidney Neoplasms	1
hsa-mir-29b	Arbovirus Infections	1
hsa-mir-422a	Carcinoma, Hepatocellular	1
hsa-mir-622	Glioma	1
hsa-mir-455	Colorectal Neoplasms	1
hsa-mir-96	Colorectal Neoplasms	1
hsa-mir-129-1	Lung Neoplasms	1
hsa-mir-21	Cardiomegaly	1
hsa-mir-25	Lung Neoplasms	1
hsa-mir-26a	Atherosclerosis	1
hsa-mir-148a	Inflammation	1
hsa-mir-99a	Atherosclerosis	1
