mir	disease	causality
hsa-mir-10b	Osteosarcoma	1
hsa-mir-155	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-488	Osteosarcoma	1
hsa-mir-638	Carcinoma, Hepatocellular	1
hsa-mir-205	Uterine Cervical Neoplasms	1
hsa-mir-194	Colorectal Neoplasms	1
hsa-mir-125b-2	Carcinoma, Hepatocellular	1
hsa-mir-100	Ovarian Neoplasms	1
hsa-mir-221	Neuroblastoma	1
hsa-mir-146b	Lung Neoplasms	1
hsa-mir-330	Carcinoma, Hepatocellular	1
hsa-mir-495	Urinary Bladder Neoplasms	1
hsa-mir-34c	Melanoma	1
hsa-mir-1296	Stomach Neoplasms	1
hsa-mir-125b	Thyroid Carcinoma, Anaplastic	1
hsa-mir-138-2	Neuroblastoma	1
hsa-mir-34a	Stomach Neoplasms	1
hsa-mir-922	Carcinoma, Hepatocellular	1
hsa-mir-28	Hodgkin Disease	1
hsa-mir-145	Melanoma	1
hsa-mir-218	Lung Neoplasms	1
hsa-mir-107	Breast Neoplasms	1
hsa-mir-139	Alzheimer Disease	1
hsa-mir-183	Neuralgia	1
hsa-mir-204	Inferior Wall Myocardial Infarction	1
hsa-mir-7	Neurodegenerative Diseases	1
hsa-mir-16	Glioma	1
hsa-mir-29a	Glioblastoma	1
hsa-mir-124	Osteosarcoma	1
hsa-mir-494	Spinal Cord Injuries	1
hsa-mir-146a	Diabetic Retinopathy	1
hsa-mir-302b	Carcinoma, Hepatocellular	1
hsa-mir-125a	Colonic Neoplasms	1
hsa-mir-1228	Stomach Neoplasms	1
hsa-mir-16	Hypertension	1
hsa-mir-181a	Small Cell Lung Carcinoma	1
hsa-mir-139	Pancreatic Neoplasms	1
hsa-mir-195	Thyroid Neoplasms	1
hsa-mir-150	Osteosarcoma	1
hsa-mir-381	Ovarian Neoplasms	1
hsa-mir-29a	Multiple Myeloma	1
hsa-mir-219	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-125b	Urinary Bladder Neoplasms	1
hsa-mir-367	Melanoma	1
hsa-mir-21	Rectal Neoplasms	1
hsa-mir-125a	Osteosarcoma	1
hsa-mir-130b	Ovarian Neoplasms	1
hsa-mir-34a	Pre-Eclampsia	1
hsa-mir-29a	Neurilemmoma	1
hsa-mir-124	Melanoma	1
hsa-mir-140	Cartilage Diseases	1
hsa-mir-155	Colonic Neoplasms	1
hsa-mir-126	Thyroid Neoplasms	1
hsa-mir-145	Neuralgia	1
hsa-mir-20b	Prostatic Neoplasms	1
hsa-mir-519d	Breast Neoplasms	1
hsa-mir-192	Carcinoma, Pancreatic Ductal	1
hsa-mir-19a	Hypoxia	1
hsa-mir-136	Carcinoma, Hepatocellular	1
hsa-mir-19a	Osteoarthritis	1
hsa-mir-492	Hepatoblastoma	1
hsa-mir-26a	Osteosarcoma	1
hsa-mir-144	Osteoporosis	1
hsa-mir-218	Carcinoma, Renal Cell	1
hsa-mir-204	Colorectal Neoplasms	1
hsa-mir-152	Ovarian Neoplasms	1
hsa-mir-373	Ovarian Neoplasms	1
hsa-mir-143	Crohn Disease	1
hsa-mir-338	Lung Neoplasms	1
hsa-mir-96	Osteosarcoma	1
hsa-mir-375	Rhinitis, Allergic	1
hsa-mir-205	Carcinoma, Renal Cell	1
hsa-mir-186	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-107	Lung Neoplasms	1
hsa-mir-338	Melanoma	1
hsa-mir-122	Stroke	1
hsa-mir-106a	Urinary Bladder Neoplasms	1
hsa-mir-339	Precursor Cell Lymphoblastic Leukemia-Lymphoma	1
hsa-mir-613	Myocardial Reperfusion Injury	1
hsa-mir-1178	Tuberculosis	1
hsa-mir-138	Coronary Artery Disease	1
hsa-mir-506	Cardiovascular Diseases	1
hsa-mir-143	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-876	Psoriasis	1
hsa-mir-129	Neuroblastoma	1
hsa-let-7g	Neoplasms	1
hsa-mir-142	Ovarian Neoplasms	1
hsa-mir-32	Stomach Neoplasms	1
hsa-mir-125b	Sepsis	1
hsa-mir-124	Carcinoma, Pancreatic Ductal	1
hsa-mir-665	Ovarian Neoplasms	1
hsa-mir-142	Osteosarcoma	1
hsa-mir-373	Pituitary Neoplasms	1
hsa-mir-140	Multiple Myeloma	1
hsa-mir-331	Uterine Cervical Neoplasms	1
hsa-mir-302c	Carcinoma, Hepatocellular	1
hsa-mir-942	Liver Cirrhosis	1
hsa-mir-154	Neuralgia	1
hsa-let-7f-1	Neoplasms	1
hsa-let-7a-3	Melanoma	1
hsa-mir-155	Breast Neoplasms	1
hsa-mir-101-1	Carcinoma, Hepatocellular	1
hsa-mir-210	Breast Neoplasms	1
hsa-mir-101-1	Urinary Bladder Neoplasms	1
hsa-mir-590	Cerebral Hemorrhage	1
hsa-mir-146b	Glioma	1
hsa-mir-23a	Atherosclerosis	1
hsa-mir-21	HIV Infections	1
hsa-mir-491	Colorectal Neoplasms	1
hsa-mir-944	Osteosarcoma	1
hsa-mir-140	Retinoblastoma	1
hsa-mir-409	Encephalomyelitis	1
hsa-mir-494	Medulloblastoma	1
hsa-mir-146a	HIV Infections	1
hsa-mir-138-2	Neoplasms	1
hsa-mir-19a	Leukemia, Myeloid, Acute	1
hsa-mir-217	Uterine Cervical Neoplasms	1
hsa-mir-342	Neoplasms	1
hsa-mir-217	Pancreatic Neoplasms	1
hsa-mir-133a	Urinary Bladder Neoplasms	1
hsa-mir-96	Breast Neoplasms	1
hsa-mir-221	Rectal Neoplasms	1
hsa-mir-155	Inflammation	1
hsa-mir-520b	Breast Neoplasms	1
hsa-mir-21	Pancreatic Neoplasms	1
hsa-mir-21	Psoriasis	1
hsa-let-7f-1	Stomach Neoplasms	1
hsa-let-7e	Inflammation	1
hsa-mir-145	Pancreatic Neoplasms	1
hsa-mir-21	Inflammation	1
hsa-mir-214	Stomach Neoplasms	1
hsa-mir-212	Lung Neoplasms	1
hsa-mir-302b	Glioblastoma	1
hsa-mir-106b	Laryngeal Neoplasms	1
hsa-let-7e	Reperfusion Injury	1
hsa-mir-542	Neoplasms	1
hsa-mir-140	Osteoarthritis	1
hsa-mir-142	Leukemia-Lymphoma, Adult T-Cell	1
hsa-mir-33a	Melanoma	1
hsa-mir-194-1	Colorectal Neoplasms	1
hsa-mir-214	Huntington Disease	1
hsa-mir-133a-1	Prostatic Neoplasms	1
hsa-mir-542	Astrocytoma	1
hsa-mir-124-1	Breast Neoplasms	1
hsa-mir-106b	Thyroid Neoplasms	1
hsa-mir-92a	Carcinoma, Hepatocellular	1
hsa-mir-24-1	Laryngeal Neoplasms	1
hsa-mir-24-2	Laryngeal Neoplasms	1
hsa-mir-132	Alzheimer Disease	1
hsa-mir-212	Alzheimer Disease	1
hsa-mir-520a	Breast Neoplasms	1
hsa-mir-29b	Sarcoma, Ewing	1
hsa-mir-320c-2	Breast Neoplasms	1
hsa-mir-744	Pancreatic Neoplasms	1
hsa-mir-326	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-29b-2	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-9-2	Hodgkin Disease	1
hsa-mir-103	Prostatic Neoplasms	1
hsa-mir-4262	Acute Lung Injury	1
hsa-mir-124	Stroke	1
hsa-mir-328	Hypertension	1
hsa-mir-29b	Multiple Myeloma	1
hsa-mir-34b	Melanoma	1
hsa-mir-181b-2	Liver Cirrhosis	1
hsa-mir-495	Stomach Neoplasms	1
hsa-mir-146a	Leukemia	1
hsa-mir-203	Rectal Neoplasms	1
hsa-mir-19b-1	Lymphoma, B-Cell	1
hsa-mir-92-1	Lymphoma, B-Cell	1
hsa-mir-124	Liver Neoplasms	1
hsa-mir-24	Liver Neoplasms	1
hsa-mir-338	Uterine Cervical Neoplasms	1
hsa-mir-92a-2	Leukemia-Lymphoma, Adult T-Cell	1
hsa-mir-193b	Colorectal Neoplasms	1
hsa-mir-199a-2	Colorectal Neoplasms	1
hsa-mir-10b	Nasopharyngeal Neoplasms	1
hsa-mir-29c	Influenza, Human	1
hsa-mir-210	Idiopathic Pulmonary Fibrosis	1
hsa-mir-188	Alzheimer Disease	1
hsa-mir-148a	Neoplasms	1
hsa-mir-124	Lymphoma, B-Cell	1
hsa-mir-181a-2	Leukemia, Myeloid, Acute	1
hsa-mir-16-2	Glioma	1
hsa-mir-7-2	Melanoma	1
hsa-mir-16-1	Carcinoma, Hepatocellular	1
hsa-mir-501	Hepatitis B	1
hsa-let-7d	Ovarian Neoplasms	1
hsa-mir-193b	Neoplasms	1
hsa-mir-498	Sarcoma, Kaposi	1
hsa-mir-181b-2	Glioma	1
hsa-mir-27a	Ovarian Neoplasms	1
hsa-mir-146a	Thyroid Neoplasms	1
hsa-mir-134	Glioblastoma	1
hsa-mir-490	Atherosclerosis	1
hsa-mir-124	Colitis, Ulcerative	1
hsa-mir-26a	Glioma	1
hsa-mir-130a	Diabetes Mellitus	1
hsa-mir-206	Osteosarcoma	1
hsa-mir-214	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-17	Gastrointestinal Stromal Tumors	1
hsa-mir-222	Gastrointestinal Stromal Tumors	1
hsa-mir-21	Mouth Neoplasms	1
hsa-mir-15a	Hepatitis B	1
hsa-mir-19a	Cardiomegaly	1
hsa-mir-137	Ovarian Neoplasms	1
hsa-mir-199a	Endometriosis	1
hsa-mir-124	Urinary Bladder Neoplasms	1
hsa-mir-133a	Esophageal Neoplasms	1
hsa-mir-451	Osteosarcoma	1
hsa-mir-218	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-141	Stomach Neoplasms	1
hsa-mir-328	Hepatoblastoma	1
hsa-mir-135b	Colorectal Neoplasms	1
hsa-mir-129	Uterine Cervical Neoplasms	1
hsa-mir-200b	Biliary Atresia	1
hsa-mir-182	Gallbladder Neoplasms	1
hsa-mir-148b	Pancreatic Neoplasms	1
hsa-mir-17	Osteosarcoma	1
hsa-mir-506	Lung Neoplasms	1
hsa-mir-146a	Melanoma	1
hsa-mir-155	Colitis, Ulcerative	1
hsa-mir-21	Coronary Artery Disease	1
hsa-mir-133a	Stomach Neoplasms	1
hsa-mir-15b	Hepatitis C	1
hsa-mir-152	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-204	Carcinoma, Hepatocellular	1
hsa-mir-155	Encephalitis Viruses, Japanese	1
hsa-mir-222	Colorectal Neoplasms	1
hsa-mir-10b	Lung Neoplasms	1
hsa-mir-194	Osteosarcoma	1
hsa-mir-320a	Glioma	1
hsa-mir-152	Glioblastoma	1
hsa-mir-18	Cholangiocarcinoma	1
hsa-mir-19a	Cholangiocarcinoma	1
hsa-mir-146a	Osteoarthritis	1
hsa-mir-30a	Scleroderma, Systemic	1
hsa-mir-193b	Scleroderma, Systemic	1
hsa-mir-200a	Liver Neoplasms	1
hsa-mir-378	Liver Neoplasms	1
hsa-mir-182	Osteosarcoma	1
hsa-mir-24	Inflammation	1
hsa-mir-410	Pancreatic Neoplasms	1
