mir	disease	causality
hsa-mir-204	Hypertension	1
hsa-mir-19b	Myocardial Reperfusion Injury	1
hsa-mir-200b	Uterine Cervical Neoplasms	1
hsa-mir-7	Parkinson Disease	1
hsa-mir-506	Pancreatic Neoplasms	1
hsa-mir-223	Inflammation	1
hsa-mir-125b	Diabetes Mellitus, Type 2	1
hsa-mir-21	Carcinoma, Adenoid Cystic	1
hsa-mir-663a	Carcinoma, Hepatocellular	1
hsa-mir-15b	Prostatic Neoplasms	1
hsa-mir-149	Carcinoma, Hepatocellular	1
hsa-mir-330	Alzheimer Disease	1
hsa-mir-143	Gallbladder Neoplasms	1
hsa-mir-493	Prostatic Neoplasms	1
hsa-mir-215	Hepatitis C	1
hsa-mir-449a	Pulmonary Fibrosis	1
hsa-mir-378	Osteosarcoma	1
hsa-mir-133a	Heart Failure	1
hsa-mir-302a	Osteosarcoma	1
hsa-mir-613	Breast Neoplasms	1
hsa-mir-451a	Non-alcoholic Fatty Liver Disease	1
hsa-mir-429	Peripheral Nerve Injuries	1
hsa-mir-20a	Atherosclerosis	1
hsa-mir-122	Cholangiocarcinoma	1
hsa-mir-451	Glioma	1
hsa-mir-329	Osteosarcoma	1
hsa-mir-34a	Atherosclerosis	1
hsa-mir-490	Triple Negative Breast Neoplasms	1
hsa-let-7b	Glioma	1
hsa-mir-1247	Pneumonia	1
hsa-mir-93	Glaucoma	1
hsa-mir-204	Reperfusion Injury	1
hsa-mir-193a	Stomach Neoplasms	1
hsa-mir-365	Melanoma	1
hsa-let-7e	Retinal Degeneration	1
hsa-mir-183	Melanoma	1
hsa-mir-29b-2	Carcinoma, Pancreatic Ductal	1
hsa-mir-142	Atherosclerosis	1
hsa-mir-9	Head and Neck Neoplasms	1
hsa-mir-139	Prostatic Neoplasms	1
hsa-mir-144	Lung Neoplasms	1
hsa-mir-186	Alzheimer Disease	1
hsa-mir-15a	Uterine Cervical Neoplasms	1
hsa-mir-302	Pituitary Neoplasms	1
hsa-mir-181a	Multiple Myeloma	1
hsa-mir-455	Urinary Bladder Neoplasms	1
hsa-mir-122	Glioma	1
hsa-mir-506	Retinoblastoma	1
hsa-mir-191	Breast Neoplasms	1
hsa-mir-1207	Nasopharyngeal Neoplasms	1
hsa-mir-96	Uterine Cervical Neoplasms	1
hsa-mir-30b	Glioma	1
hsa-mir-27a	Breast Neoplasms	1
hsa-mir-34a	Neuroblastoma	1
hsa-mir-504	Carcinoma, Hepatocellular	1
hsa-mir-27a	Reperfusion Injury	1
hsa-mir-29	Carcinoma, Renal Cell	1
hsa-mir-128	Glioma	1
hsa-mir-15a	Polycystic Kidney Diseases	1
hsa-mir-134	Neuralgia	1
hsa-mir-101-2	Urinary Bladder Neoplasms	1
hsa-mir-106b	Barrett Esophagus	1
hsa-mir-9	Ovarian Neoplasms	1
hsa-mir-20a	Glioma	1
hsa-mir-409	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-223	Diabetes Mellitus, Type 2	1
hsa-mir-138-1	Neoplasms	1
hsa-mir-105	Lung Neoplasms	1
hsa-let-7f-2	Ovarian Neoplasms	1
hsa-mir-224	Ovarian Neoplasms	1
hsa-mir-19a	Leukemia	1
hsa-mir-23b	Carcinoma, Pancreatic Ductal	1
hsa-mir-146a	Carcinoma, Renal Cell	1
hsa-mir-222	Glioblastoma	1
hsa-mir-125b	Neoplasms	1
hsa-mir-222	Gastrointestinal Neoplasms	1
hsa-mir-185	Colorectal Neoplasms	1
hsa-mir-516a-2	Stomach Neoplasms	1
hsa-mir-539	Mastocytosis, Systemic	1
hsa-mir-101	Glioblastoma	1
hsa-mir-23b	Neuralgia	1
hsa-mir-133a-1	Urinary Bladder Neoplasms	1
hsa-mir-31	Coronary Artery Disease	1
hsa-mir-148a	Colorectal Neoplasms	1
hsa-let-7f-2	Stomach Neoplasms	1
hsa-mir-29c	Esophageal Neoplasms	1
hsa-mir-372	Hepatitis B	1
hsa-mir-24	Stomach Neoplasms	1
hsa-let-7c	Inflammation	1
hsa-mir-409	Prostatic Neoplasms	1
hsa-mir-100	Leukemia, Myeloid, Acute	1
hsa-mir-9-1	Cardiovascular Diseases	1
hsa-mir-9-2	Cardiovascular Diseases	1
hsa-mir-302a	Glioblastoma	1
hsa-mir-449a	Glioblastoma	1
hsa-mir-374a	Stomach Neoplasms	1
hsa-mir-148b	Carcinoma, Hepatocellular	1
hsa-mir-345	Pancreatic Neoplasms	1
hsa-mir-663	Pancreatic Neoplasms	1
hsa-mir-34a	Medulloblastoma	1
hsa-mir-99a	Multiple Myeloma	1
hsa-mir-615	Carcinoma, Pancreatic Ductal	1
hsa-mir-454	Osteosarcoma	1
hsa-mir-125b-2	Endometrial Neoplasms	1
hsa-mir-150	Pancreatic Neoplasms	1
hsa-let-7d	Endometrial Neoplasms	1
hsa-mir-30c-2	Ovarian Neoplasms	1
hsa-mir-29b	Brain Ischemia	1
hsa-mir-375	Carcinoma, Hepatocellular	1
hsa-mir-1-1	Prostatic Neoplasms	1
hsa-mir-205	Ovarian Neoplasms	1
hsa-mir-107	Stroke	1
hsa-mir-101	Cholangiocarcinoma	1
hsa-mir-520e	Carcinoma, Hepatocellular	1
hsa-mir-19b-2	Arthritis, Rheumatoid	1
hsa-mir-206	Laryngeal Neoplasms	1
hsa-mir-132	Stomach Neoplasms	1
hsa-mir-539	Osteosarcoma	1
hsa-mir-320a	Colorectal Neoplasms	1
hsa-mir-21	Ovarian Neoplasms	1
hsa-mir-124-1	Alzheimer Disease	1
hsa-mir-124-3	Alzheimer Disease	1
hsa-mir-451	Stomach Neoplasms	1
hsa-mir-7-3	Carcinoma, Hepatocellular	1
hsa-let-7a-2	Breast Neoplasms	1
hsa-mir-29b-1	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-103	Carcinoma, Hepatocellular	1
hsa-mir-138-1	Carcinoma, Hepatocellular	1
hsa-mir-138-2	Carcinoma, Hepatocellular	1
hsa-mir-125b-1	Leukemia	1
hsa-mir-130a	Carcinoma, Hepatocellular	1
hsa-mir-24	Prostatic Neoplasms	1
hsa-mir-133b	Prostatic Neoplasms	1
hsa-mir-200c	Colorectal Neoplasms	1
hsa-mir-629	Breast Neoplasms	1
hsa-mir-34a	Heart Failure	1
hsa-mir-192	Urinary Bladder Neoplasms	1
hsa-mir-26a-2	Lung Neoplasms	1
hsa-mir-26a-1	Cholangiocarcinoma	1
hsa-mir-181b-2	Stomach Neoplasms	1
hsa-mir-9-1	Neuroblastoma	1
hsa-mir-181a-2	Stomach Neoplasms	1
hsa-mir-7-3	Stomach Neoplasms	1
hsa-mir-19b-1	Leukemia-Lymphoma, Adult T-Cell	1
hsa-mir-106b	Prostatic Neoplasms	1
hsa-mir-200b	Lung Neoplasms	1
hsa-mir-17	Graft vs Host Disease	1
hsa-mir-9-1	Breast Neoplasms	1
hsa-mir-103a-1	Endometrial Neoplasms	1
hsa-mir-125b-1	Melanoma	1
hsa-mir-15a	Colorectal Neoplasms	1
hsa-mir-15a	Osteosarcoma	1
hsa-mir-29b-1	Nervous System Diseases	1
hsa-mir-148a	Obesity	1
hsa-mir-24-2	Glioma	1
hsa-mir-21	Wounds and Injuries	1
hsa-mir-302a	Urinary Bladder Neoplasms	1
hsa-mir-367	Urinary Bladder Neoplasms	1
hsa-mir-7-1	Colorectal Neoplasms	1
hsa-mir-125b	Cholangiocarcinoma	1
hsa-mir-519	Leukemia, Myeloid, Acute	1
hsa-mir-138-2	Lung Neoplasms	1
hsa-mir-296	Stomach Neoplasms	1
hsa-mir-30a	Glioma	1
hsa-mir-185	Prostatic Neoplasms	1
hsa-mir-25	Colorectal Neoplasms	1
hsa-mir-135a-2	Neoplasms	1
hsa-mir-214	Nasopharyngeal Neoplasms	1
hsa-mir-9-3	Hodgkin Disease	1
hsa-mir-138	Sepsis	1
hsa-mir-155	Heart Diseases	1
hsa-let-7c	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-192	Breast Neoplasms	1
hsa-mir-135a	Ovarian Neoplasms	1
hsa-mir-100	Precursor Cell Lymphoblastic Leukemia-Lymphoma	1
hsa-mir-34	Gallbladder Neoplasms	1
hsa-mir-223	Tuberculosis	1
hsa-mir-10b	Carcinoma, Pancreatic Ductal	1
hsa-mir-26a	Carcinoma, Hepatocellular	1
hsa-mir-101	Uterine Cervical Neoplasms	1
hsa-mir-150	Breast Neoplasms	1
hsa-mir-494	Glioma	1
hsa-mir-133b	Colorectal Neoplasms	1
hsa-mir-148a	Glioblastoma	1
hsa-mir-320a	Reperfusion Injury	1
hsa-mir-135a	Uterine Cervical Neoplasms	1
hsa-mir-543	Endometrial Neoplasms	1
hsa-mir-324	Glioma	1
hsa-mir-638	Lung Neoplasms	1
hsa-mir-20b	Encephalomyelitis	1
hsa-mir-429	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-185	Carcinoma, Hepatocellular	1
hsa-mir-29b	Colorectal Neoplasms	1
hsa-mir-135a	Carcinoma, Pancreatic Ductal	1
hsa-mir-493	Lung Neoplasms	1
hsa-mir-410	Stomach Neoplasms	1
hsa-mir-132	Multiple Sclerosis	1
hsa-mir-340	Lung Neoplasms	1
hsa-mir-135b	Osteosarcoma	1
hsa-mir-216a	Pancreatic Neoplasms	1
hsa-mir-24	Influenza, Human	1
hsa-mir-222	Coronary Artery Disease	1
hsa-mir-630	Lung Neoplasms	1
hsa-mir-183	Stomach Neoplasms	1
hsa-mir-19a	Leukemia, Erythroblastic, Acute	1
hsa-mir-142	Breast Neoplasms	1
hsa-mir-96	Esophageal Neoplasms	1
hsa-mir-143	Rhinitis, Allergic	1
hsa-mir-33b	Osteosarcoma	1
hsa-mir-17	Ovarian Neoplasms	1
hsa-let-7a	Osteosarcoma	1
hsa-mir-26a	Lymphoma	1
