mir	disease	causality
hsa-mir-124	Ovarian Neoplasms	1
hsa-mir-138	Carcinoma, Renal Cell	1
hsa-mir-210	Colorectal Neoplasms	1
hsa-mir-383	Lymphoma	1
hsa-mir-23a	Osteoarthritis	1
hsa-mir-150	Melanoma	1
hsa-mir-124	Angiomyolipoma	1
hsa-mir-146a	Liver Cirrhosis	1
hsa-mir-199a	Testicular Neoplasms	1
hsa-mir-222	Cicatrix, Hypertrophic	1
hsa-let-7a-3	Hypertrophy	1
hsa-mir-137	Carcinoma, Hepatocellular	1
hsa-mir-148b	Uterine Cervical Neoplasms	1
hsa-mir-502	Esophageal Neoplasms	1
hsa-mir-182	Acute Kidney Injury	1
hsa-mir-665	Intervertebral Disc Degeneration	1
hsa-mir-320a	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-206	Prostatic Neoplasms	1
hsa-mir-23a	Sepsis	1
hsa-let-7c	Retinal Degeneration	1
hsa-mir-675	Stomach Neoplasms	1
hsa-mir-194	Gallbladder Neoplasms	1
hsa-mir-455	Diabetic Nephropathies	1
hsa-mir-195	Carcinoma, Hepatocellular	1
hsa-mir-31	Melanoma	1
hsa-mir-203a	Stomach Neoplasms	1
hsa-mir-181a	Carcinoma, Skin Appendage	1
hsa-mir-650	Colorectal Neoplasms	1
hsa-mir-30b	Osteosarcoma	1
hsa-mir-129	Lung Neoplasms	1
hsa-mir-214	Glioma	1
hsa-mir-143	Carcinoma, Adenoid Cystic	1
hsa-mir-675	Cataract	1
hsa-mir-206	Breast Neoplasms	1
hsa-mir-487b	Nervous System Diseases	1
hsa-mir-16-2	Prostatic Neoplasms	1
hsa-mir-1-1	Arrhythmias, Cardiac	1
hsa-mir-29a	Spinal Cord Injuries	1
hsa-mir-182	Melanoma	1
hsa-mir-628	Breast Neoplasms	1
hsa-mir-367	Carcinoma, Pancreatic Ductal	1
hsa-mir-516a-2	Ovarian Neoplasms	1
hsa-mir-129	Colorectal Neoplasms	1
hsa-mir-143	Carcinoma, Pancreatic Ductal	1
hsa-mir-326	Glioma	1
hsa-mir-205	Carcinoma, Squamous Cell	1
hsa-mir-128-1	Neuroblastoma	1
hsa-mir-516a-1	Stomach Neoplasms	1
hsa-let-7c	Endometrial Neoplasms	1
hsa-mir-181b	Prostatic Neoplasms	1
hsa-let-7a-1	Prostatic Neoplasms	1
hsa-let-7a-3	Gastrointestinal Neoplasms	1
hsa-mir-26a	Pancreatic Neoplasms	1
hsa-mir-199a	Prostatic Neoplasms	1
hsa-mir-29a	Carcinoma, Hepatocellular	1
hsa-mir-375	Prostatic Neoplasms	1
hsa-mir-21	Lupus Erythematosus, Systemic	1
hsa-mir-29b	Atherosclerosis	1
hsa-mir-124-1	Carcinoma, Hepatocellular	1
hsa-mir-124-3	Carcinoma, Hepatocellular	1
hsa-mir-7	Glioma	1
hsa-mir-206	Myocardial Infarction	1
hsa-mir-302a	Atherosclerosis	1
hsa-mir-199a	Polycystic Kidney Diseases	1
hsa-mir-199a-1	Urinary Bladder Neoplasms	1
hsa-mir-204	Thyroid Neoplasms	1
hsa-let-7a-2	Sarcoma, Ewing	1
hsa-mir-27b	Hypertension, Pulmonary	1
hsa-mir-499a	Colorectal Neoplasms	1
hsa-mir-720	Hepatitis B, Chronic	1
hsa-mir-138	Pancreatic Neoplasms	1
hsa-mir-125b-1	Endometrial Neoplasms	1
hsa-mir-199a-2	Endometriosis	1
hsa-mir-188	Carcinoma, Hepatocellular	1
hsa-mir-130a	Osteoarthritis	1
hsa-mir-494	Carcinoma, Squamous Cell	1
hsa-mir-374b	Lymphoma, Non-Hodgkin	1
hsa-mir-375	Head and Neck Neoplasms	1
hsa-mir-141	Hepatitis B	1
hsa-mir-22	Diabetes Mellitus, Type 2	1
hsa-mir-18	Carcinoma, Hepatocellular	1
hsa-mir-181b	Glioblastoma	1
hsa-mir-199a-1	Carcinoma, Renal Cell	1
hsa-let-7a	Carcinoma, Renal Cell	1
hsa-mir-125a	Uterine Cervical Neoplasms	1
hsa-mir-139	Osteoarthritis	1
hsa-mir-7-2	Carcinoma, Hepatocellular	1
hsa-mir-663a	Nasopharyngeal Neoplasms	1
hsa-let-7a-3	Breast Neoplasms	1
hsa-mir-296	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-146b	Osteosarcoma	1
hsa-mir-543	Hypertension	1
hsa-mir-155	Carcinoma, Renal Cell	1
hsa-mir-23b	Diabetic Nephropathies	1
hsa-mir-367	Carcinoma, Hepatocellular	1
hsa-mir-301a	Carcinoma, Hepatocellular	1
hsa-mir-24	Leukemia, Erythroblastic, Acute	1
hsa-mir-182	Medulloblastoma	1
hsa-mir-150	Pulmonary Disease, Chronic Obstructive	1
hsa-mir-378	Bone Diseases	1
hsa-mir-145	Osteosarcoma	1
hsa-mir-383	Heart Diseases	1
hsa-mir-19b-2	Urinary Bladder Neoplasms	1
hsa-mir-9-2	Neuroblastoma	1
hsa-let-7d	Idiopathic Pulmonary Fibrosis	1
hsa-mir-103a-2	Colorectal Neoplasms	1
hsa-mir-423	Diabetes Mellitus, Type 2	1
hsa-mir-221	Melanoma	1
hsa-mir-133a-2	Esophageal Neoplasms	1
hsa-mir-199a-1	Colorectal Neoplasms	1
hsa-mir-320c-2	Colorectal Neoplasms	1
hsa-mir-30c-1	Breast Neoplasms	1
hsa-mir-30c-2	Breast Neoplasms	1
hsa-mir-17	Urinary Bladder Neoplasms	1
hsa-mir-9-1	Glioma	1
hsa-mir-214	Esophageal Neoplasms	1
hsa-mir-199a-2	Muscular Dystrophy, Duchenne	1
hsa-mir-7-3	Breast Neoplasms	1
hsa-mir-125b-1	Leukemia, Myeloid, Acute	1
hsa-mir-452	Melanoma	1
hsa-mir-100	Breast Neoplasms	1
hsa-mir-203	Lung Neoplasms	1
hsa-mir-100	Lung Neoplasms	1
hsa-mir-125b-2	Urinary Bladder Neoplasms	1
hsa-mir-23b	Carcinoma, Renal Cell	1
hsa-mir-7-2	Colorectal Neoplasms	1
hsa-mir-424	Hypertension	1
hsa-mir-183	Urinary Bladder Neoplasms	1
hsa-mir-100	Esophageal Neoplasms	1
hsa-mir-145	Endometriosis	1
hsa-mir-384	Myocardial Reperfusion Injury	1
hsa-mir-122	Infertility	1
hsa-mir-301a	Stomach Neoplasms	1
hsa-mir-106b	Glioma	1
hsa-mir-30a	Lupus Erythematosus, Systemic	1
hsa-mir-185	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-383	Glioma	1
hsa-mir-424	Carcinoma, Renal Cell	1
hsa-mir-144	Urinary Bladder Neoplasms	1
hsa-mir-409	Urinary Bladder Neoplasms	1
hsa-mir-376c	Cholangiocarcinoma	1
hsa-mir-335	Osteosarcoma	1
hsa-mir-30c	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-21	Carcinoma, Pancreatic Ductal	1
hsa-mir-143	Carcinoma, Renal Cell	1
hsa-mir-449a	Lung Neoplasms	1
hsa-mir-335	Neoplasms	1
hsa-mir-542	Breast Neoplasms	1
hsa-mir-138	Kidney Neoplasms	1
hsa-mir-363	Colorectal Neoplasms	1
hsa-mir-196a	Neoplasms	1
hsa-mir-1207	Stomach Neoplasms	1
hsa-mir-325	Heart Diseases	1
hsa-mir-126	Parkinson Disease	1
hsa-mir-431	Glioblastoma	1
hsa-mir-608	Chordoma	1
hsa-mir-99a	Uterine Cervical Neoplasms	1
hsa-mir-19a	Stomach Neoplasms	1
hsa-mir-181b	Ovarian Neoplasms	1
hsa-mir-19b	Neoplasms	1
hsa-mir-22	Osteosarcoma	1
hsa-mir-98	Ovarian Neoplasms	1
hsa-mir-31	Uterine Cervical Neoplasms	1
hsa-mir-218	Melanoma	1
hsa-mir-199a	Multiple Myeloma	1
hsa-mir-21	Diabetic Nephropathies	1
hsa-mir-382	Neoplasms	1
hsa-mir-210	Pre-Eclampsia	1
hsa-mir-23a	Colorectal Neoplasms	1
hsa-mir-24-1	Urinary Bladder Neoplasms	1
hsa-mir-128	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-129-1	Stomach Neoplasms	1
hsa-mir-342	Uterine Cervical Neoplasms	1
hsa-mir-152	Stomach Neoplasms	1
hsa-mir-29c	Colorectal Neoplasms	1
hsa-mir-126	Osteosarcoma	1
hsa-mir-125a	Stomach Neoplasms	1
hsa-mir-93	Glioma	1
hsa-mir-429	Prostatic Neoplasms	1
hsa-mir-133b	Glioma	1
hsa-mir-495	Atherosclerosis	1
hsa-mir-196a	Head and Neck Neoplasms	1
hsa-mir-101	Stomach Neoplasms	1
hsa-mir-302b	Ovarian Neoplasms	1
hsa-mir-130a	Hepatitis B	1
hsa-mir-203a	Prostatic Neoplasms	1
