mir	disease	causality
hsa-mir-182	Brain Ischemia	1
hsa-mir-1908	Wound Healing	1
hsa-mir-1301	Prostatic Neoplasms	1
hsa-mir-205	Colorectal Neoplasms	1
hsa-mir-373	Colorectal Neoplasms	1
hsa-mir-206	Alzheimer Disease	1
hsa-mir-429	Diabetes Mellitus	1
hsa-mir-9	Influenza, Human	1
hsa-mir-19a	Glioma	1
hsa-mir-548a	Carcinoma, Hepatocellular	1
hsa-mir-29a	Atrial Fibrillation	1
hsa-mir-301b	Lung Neoplasms	1
hsa-mir-21	Cholesteatoma	1
hsa-mir-488	Osteosarcoma	1
hsa-mir-205	Myelodysplastic Syndromes	1
hsa-mir-181b	Stomach Neoplasms	1
hsa-mir-27a	Stomach Neoplasms	1
hsa-mir-92a	Inferior Wall Myocardial Infarction	1
hsa-mir-181a	Atherosclerosis	1
hsa-mir-769	Melanoma	1
hsa-mir-363	Glioma	1
hsa-mir-200c	Stomach Neoplasms	1
hsa-mir-17	Macular Degeneration	1
hsa-mir-483	Stomach Neoplasms	1
hsa-mir-125b	Retinoblastoma	1
hsa-mir-15b	Neoplasms	1
hsa-mir-15b	Leiomyoma	1
hsa-mir-375	Liver Failure	1
hsa-mir-181a	Leukemia, Myeloid, Acute	1
hsa-mir-29b	Hearing Loss	1
hsa-mir-138	Obesity	1
hsa-mir-222	Obesity	1
hsa-mir-375	Diabetes Mellitus	1
hsa-mir-223	Glioblastoma	1
hsa-mir-92a	Osteosarcoma	1
hsa-mir-205	Endometrial Neoplasms	1
hsa-mir-214	Osteosarcoma	1
hsa-mir-320	Ovarian Neoplasms	1
hsa-let-7	Carcinoma, Hepatocellular	1
hsa-let-7e	Carcinoma, Hepatocellular	1
hsa-mir-194	Colorectal Neoplasms	1
hsa-mir-10b	Neoplasms	1
hsa-mir-130a	Leukemia, Myeloid, Acute	1
hsa-mir-155	Leukemia, Myeloid, Acute	1
hsa-mir-19a	Multiple Myeloma	1
hsa-mir-34a	Pituitary Neoplasms	1
hsa-mir-9	Breast Neoplasms	1
hsa-mir-27b	Multiple Myeloma	1
hsa-mir-301a	Colorectal Neoplasms	1
hsa-mir-125b-2	Carcinoma, Hepatocellular	1
hsa-mir-142	Lung Neoplasms	1
hsa-mir-34c	Lung Neoplasms	1
hsa-mir-100	Ovarian Neoplasms	1
hsa-mir-22	Ovarian Neoplasms	1
hsa-mir-194	Liver Neoplasms	1
hsa-let-7a-1	Hypertrophy	1
hsa-let-7b	Hypertrophy	1
hsa-let-7e	Hypertrophy	1
hsa-let-7f-2	Hypertrophy	1
hsa-let-7g	Hypertrophy	1
hsa-mir-98	Hypertrophy	1
hsa-mir-128	Glioblastoma	1
hsa-mir-663	Leukemia	1
hsa-mir-146b	Lung Neoplasms	1
hsa-mir-199a-2	Carcinoma, Hepatocellular	1
hsa-mir-16	Acute Lung Injury	1
hsa-mir-143	Colonic Neoplasms	1
hsa-mir-200c	Colonic Neoplasms	1
hsa-mir-424	Colonic Neoplasms	1
hsa-let-7a-2	Esophageal Neoplasms	1
hsa-let-7a-3	Esophageal Neoplasms	1
hsa-let-7a-1	Colorectal Neoplasms	1
hsa-let-7a-3	Colorectal Neoplasms	1
hsa-mir-34b	Carcinoma, Non-Small-Cell Lung	1
hsa-let-7b	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	1
hsa-mir-34a	Melanoma	1
hsa-mir-34c	Melanoma	1
hsa-mir-124	Medulloblastoma	1
hsa-mir-142	Stomach Neoplasms	1
hsa-mir-19b	Cardiovascular Diseases	1
hsa-mir-133a	Hypertension	1
hsa-mir-29a	Hypertension	1
hsa-mir-155	Ovarian Neoplasms	1
hsa-mir-138-1	Neuroblastoma	1
hsa-mir-138-2	Neuroblastoma	1
hsa-mir-34a	Stomach Neoplasms	1
hsa-mir-181b	Atherosclerosis	1
hsa-mir-129	Medulloblastoma	1
hsa-let-7a	Neoplasms	1
hsa-let-7a	Diabetes Mellitus, Type 2	1
hsa-mir-145	Melanoma	1
hsa-mir-449a	Stomach Neoplasms	1
hsa-let-7a	Sarcoma, Ewing	1
hsa-mir-24	Heart Diseases	1
hsa-mir-107	Breast Neoplasms	1
hsa-mir-7	Liver Neoplasms	1
hsa-let-7c	Ovarian Neoplasms	1
hsa-mir-206	Ovarian Neoplasms	1
hsa-mir-183	Neuralgia	1
hsa-mir-499	Heart Diseases	1
hsa-mir-499	Myocardial Infarction	1
hsa-mir-34a	Carcinoma, Renal Cell	1
hsa-mir-206	Carcinoma, Hepatocellular	1
hsa-let-7	Pancreatic Neoplasms	1
hsa-mir-7	Neurodegenerative Diseases	1
hsa-let-7d	Carcinoma, Renal Cell	1
hsa-let-7g	Osteosarcoma	1
hsa-mir-200b	Cicatrix, Hypertrophic	1
hsa-mir-200c	Lung Neoplasms	1
hsa-mir-7	Lung Neoplasms	1
hsa-mir-30b	Laryngeal Neoplasms	1
hsa-mir-218	Carcinoma, Hepatocellular	1
hsa-let-7g	Carcinoma, Hepatocellular	1
hsa-mir-133a	Myocardial Infarction	1
hsa-mir-16	Glioma	1
hsa-let-7	Stomach Neoplasms	1
hsa-mir-146b	Uterine Cervical Neoplasms	1
hsa-mir-143	Osteosarcoma	1
hsa-mir-214	Reperfusion Injury	1
hsa-mir-30a	Hepatitis B	1
hsa-mir-29a	Glioblastoma	1
hsa-mir-135a	Medulloblastoma	1
hsa-mir-124	Osteosarcoma	1
hsa-mir-184	Carcinoma, Renal Cell	1
hsa-mir-16	Breast Neoplasms	1
hsa-mir-150	Precursor Cell Lymphoblastic Leukemia-Lymphoma	1
hsa-mir-203	Brain Diseases	1
hsa-mir-126	Spinal Cord Injuries	1
hsa-let-7f	Glioma	1
hsa-mir-210	Brain Ischemia	1
hsa-mir-26a	Nervous System Diseases	1
hsa-mir-193b	Adenoviridae Infections	1
hsa-mir-206	Medulloblastoma	1
hsa-mir-26a	Graft vs Host Disease	1
hsa-mir-138	Gallbladder Neoplasms	1
hsa-mir-202	Multiple Myeloma	1
hsa-mir-100	Osteosarcoma	1
hsa-mir-506	Breast Neoplasms	1
hsa-mir-195	Colorectal Neoplasms	1
hsa-mir-138	Cardiovascular Diseases	1
hsa-mir-29a	Prostatic Neoplasms	1
hsa-mir-137	Melanoma	1
hsa-mir-34c	Diabetic Nephropathies	1
hsa-mir-221	Astrocytoma	1
hsa-mir-26a	Diabetes Mellitus, Type 2	1
hsa-mir-140	Osteosarcoma	1
hsa-mir-210	Osteoarthritis	1
hsa-mir-302b	Carcinoma, Hepatocellular	1
hsa-mir-125a	Colonic Neoplasms	1
hsa-mir-26a	Reperfusion Injury	1
hsa-mir-33b	Colorectal Neoplasms	1
hsa-mir-9	Inflammation	1
hsa-mir-9	Spinal Cord Injuries	1
hsa-mir-634	Uterine Cervical Neoplasms	1
hsa-mir-16	Glioblastoma	1
hsa-mir-145	Glioblastoma	1
hsa-mir-221	Reperfusion Injury	1
hsa-mir-133a	Cardiomyopathy, Hypertrophic	1
hsa-mir-7	Adrenal Cortex Neoplasms	1
hsa-mir-125b	Cholangiocarcinoma	1
hsa-mir-34a	Alzheimer Disease	1
hsa-mir-140	Arthritis, Rheumatoid	1
hsa-mir-26a	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-214	Carcinoma, Hepatocellular	1
hsa-mir-16	Carcinoma, Hepatocellular	1
hsa-mir-152	Uterine Cervical Neoplasms	1
hsa-mir-205	Carcinoma, Skin Appendage	1
hsa-mir-195	Thyroid Neoplasms	1
hsa-let-7b	Myocardial Reperfusion Injury	1
hsa-mir-363	Head and Neck Neoplasms	1
hsa-mir-150	Osteosarcoma	1
hsa-mir-7-1	Glioblastoma	1
hsa-mir-15a	Carcinoma, Hepatocellular	1
hsa-mir-16	Alzheimer Disease	1
hsa-mir-143	Breast Neoplasms	1
hsa-mir-18a	Stomach Neoplasms	1
hsa-mir-182	Glioma	1
hsa-mir-302b	Breast Neoplasms	1
hsa-mir-195	Breast Neoplasms	1
hsa-mir-1	Cardiomegaly	1
hsa-mir-16	Lymphoma, Non-Hodgkin	1
hsa-mir-372	Endometrial Neoplasms	1
hsa-mir-222	Osteoarthritis	1
hsa-mir-192	Carcinoma, Hepatocellular	1
hsa-mir-1	Cardiomyopathy, Hypertrophic	1
hsa-mir-148a	Breast Neoplasms	1
hsa-mir-145	Breast Neoplasms	1
hsa-mir-452	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-145	Triple Negative Breast Neoplasms	1
hsa-mir-488	Stomach Neoplasms	1
hsa-mir-378	Breast Neoplasms	1
hsa-mir-320	Uterine Cervical Neoplasms	1
hsa-mir-381	Ovarian Neoplasms	1
hsa-mir-503	Osteosarcoma	1
hsa-mir-29a	Multiple Myeloma	1
hsa-mir-210	Hypoxia	1
hsa-mir-382	Colorectal Neoplasms	1
hsa-mir-125b	Urinary Bladder Neoplasms	1
hsa-mir-451	Arthritis, Rheumatoid	1
hsa-mir-9	Stomach Neoplasms	1
hsa-mir-21	Ischemia	1
hsa-mir-448	Stomach Neoplasms	1
hsa-mir-144	Lymphoma, Large B-Cell, Diffuse	1
hsa-mir-26b	Pulmonary Fibrosis	1
hsa-mir-223	Breast Neoplasms	1
hsa-mir-451	Carcinoma, Renal Cell	1
hsa-mir-26b	Carcinoma, Hepatocellular	1
hsa-mir-15a	Stomach Neoplasms	1
hsa-mir-23b	Prostatic Neoplasms	1
hsa-mir-27b	Prostatic Neoplasms	1
hsa-mir-146a	Glioblastoma	1
hsa-mir-19b	Myocardial Reperfusion Injury	1
hsa-mir-34b	Osteosarcoma	1
hsa-mir-27a	Endometrial Neoplasms	1
hsa-mir-204	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-200b	Uterine Cervical Neoplasms	1
hsa-mir-200c	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-21	Inferior Wall Myocardial Infarction	1
hsa-mir-1	Colorectal Neoplasms	1
hsa-mir-508	Glioma	1
hsa-mir-7	Parkinson Disease	1
hsa-mir-182	Ischemia	1
hsa-mir-490	Colorectal Neoplasms	1
hsa-let-7	Carcinoma, Adenoid Cystic	1
hsa-mir-130b	Ovarian Neoplasms	1
hsa-mir-206	Muscular Atrophy	1
hsa-mir-429	Urinary Bladder Neoplasms	1
hsa-mir-221	Neuralgia	1
hsa-mir-29a	Endomyocardial Fibrosis	1
hsa-mir-506	Pancreatic Neoplasms	1
hsa-mir-101	Osteosarcoma	1
hsa-mir-124	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-154	Prostatic Neoplasms	1
hsa-mir-502	Breast Neoplasms	1
hsa-mir-15b	Glioma	1
hsa-mir-125a	Retinoblastoma	1
hsa-mir-138	Osteosarcoma	1
