mir	disease	causality
hsa-mir-1271	Pancreatic Neoplasms	1
hsa-mir-21	Oral Submucous Fibrosis	1
hsa-mir-18a	Neoplasms	1
hsa-mir-21	Endomyocardial Fibrosis	1
hsa-mir-138	Brain Ischemia	1
hsa-mir-495	Prostatic Neoplasms	1
hsa-mir-181b	Breast Neoplasms	1
hsa-mir-134	Liver Cirrhosis	1
hsa-mir-17	Stomach Neoplasms	1
hsa-mir-20a	Stomach Neoplasms	1
hsa-mir-1273g	Liver Cirrhosis	1
hsa-mir-214	Lung Neoplasms	1
hsa-mir-210	Gastrointestinal Stromal Tumors	1
hsa-mir-142	Aneurysm	1
hsa-mir-23b	Breast Neoplasms	1
hsa-mir-25	Hypertension, Pulmonary	1
hsa-mir-1207	Ovarian Neoplasms	1
hsa-mir-146a	Hepatitis B, Chronic	1
hsa-mir-182	Chemical and Drug Induced Liver Injury	1
hsa-mir-23b	Diabetes Mellitus, Type 1	1
hsa-mir-520a	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-302	Neoplasms	1
hsa-mir-182	Brain Ischemia	1
hsa-mir-203a	Carcinoma, Hepatocellular	1
hsa-mir-29a	Atrial Fibrillation	1
hsa-mir-181b	Stomach Neoplasms	1
hsa-mir-98	Carcinoma, Hepatocellular	1
hsa-mir-140	Gout	1
hsa-mir-222	Obesity	1
hsa-mir-223	Glioblastoma	1
hsa-mir-214	Osteosarcoma	1
hsa-mir-205	Lung Neoplasms	1
hsa-mir-194	Prostatic Neoplasms	1
hsa-mir-34a	Pituitary Neoplasms	1
hsa-let-7f-2	Hypertrophy	1
hsa-mir-663	Leukemia	1
hsa-mir-199a-2	Carcinoma, Hepatocellular	1
hsa-mir-92a	Leukemia, Myeloid, Acute	1
hsa-mir-200c	Colonic Neoplasms	1
hsa-let-7a-2	Esophageal Neoplasms	1
hsa-mir-130b	Breast Neoplasms	1
hsa-mir-24	Osteosarcoma	1
hsa-mir-218-2	Breast Neoplasms	1
hsa-mir-185	Keloid	1
hsa-mir-422a	Glioma	1
hsa-mir-21	Diabetes Mellitus, Type 1	1
hsa-mir-146b	Uterine Cervical Neoplasms	1
hsa-mir-135a	Medulloblastoma	1
hsa-mir-150	Precursor Cell Lymphoblastic Leukemia-Lymphoma	1
hsa-mir-202	Multiple Myeloma	1
hsa-mir-150	Psoriasis	1
hsa-mir-195	Esophageal Neoplasms	1
hsa-mir-221	Reperfusion Injury	1
hsa-mir-140	Arthritis, Rheumatoid	1
hsa-mir-214	Carcinoma, Hepatocellular	1
hsa-mir-205	Carcinoma, Skin Appendage	1
hsa-mir-363	Head and Neck Neoplasms	1
hsa-mir-181a	Myocardial Infarction	1
hsa-mir-208b	Osteosarcoma	1
hsa-mir-16	Lymphoma, Non-Hodgkin	1
hsa-mir-25	Osteosarcoma	1
hsa-mir-320	Stomach Neoplasms	1
hsa-mir-144	Pre-Eclampsia	1
hsa-mir-18a	Muscular Atrophy	1
hsa-mir-15a	Stomach Neoplasms	1
hsa-mir-15a	Carcinoma, Renal Cell	1
hsa-mir-217	Colorectal Neoplasms	1
hsa-mir-17	Endometriosis	1
hsa-mir-145	Stroke	1
hsa-mir-502	Breast Neoplasms	1
hsa-mir-29a	Reperfusion Injury	1
hsa-mir-497	Reperfusion Injury	1
hsa-mir-448	Breast Neoplasms	1
hsa-mir-26b	Urinary Bladder Neoplasms	1
hsa-mir-210	Acute Kidney Injury	1
hsa-mir-106a	Osteosarcoma	1
hsa-mir-9	Angiomyolipoma	1
hsa-mir-422a	Colorectal Neoplasms	1
hsa-mir-338	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-204	Neuroblastoma	1
hsa-mir-451	Carcinoma, Hepatocellular	1
hsa-mir-370	Atherosclerosis	1
hsa-mir-29a	Lung Neoplasms	1
hsa-mir-29b	Corneal Dystrophies, Hereditary	1
hsa-mir-15a	Melanoma	1
hsa-mir-187	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-1	Heart Failure	1
hsa-mir-24	Obesity	1
hsa-mir-194	Adenoviridae Infections	1
hsa-let-7b	Retinal Degeneration	1
hsa-mir-124	Glioblastoma	1
hsa-mir-1247	Urinary Bladder Neoplasms	1
hsa-mir-208a	Stomach Neoplasms	1
hsa-mir-499a	Glioma	1
hsa-mir-146a	Prostatic Neoplasms	1
hsa-mir-150	Lung Injury	1
hsa-mir-34a	Osteosarcoma	1
hsa-mir-378	Melanoma	1
hsa-mir-140	Uterine Cervical Neoplasms	1
hsa-mir-26b	Breast Neoplasms	1
hsa-mir-577	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-1296	Colorectal Neoplasms	1
hsa-mir-137	Carcinoma, Renal Cell	1
hsa-mir-181a	Glioma	1
hsa-mir-194	Hepatitis B	1
hsa-mir-214	Ovarian Neoplasms	1
hsa-mir-148b	Endometrial Neoplasms	1
hsa-mir-223	Lymphoma, Mantle-Cell	1
hsa-mir-130a	Neoplasms	1
hsa-mir-124-1	Medulloblastoma	1
hsa-mir-154	Carcinoma, Renal Cell	1
hsa-mir-326	Medulloblastoma	1
hsa-mir-543	Stomach Neoplasms	1
hsa-mir-216b	Carcinoma, Hepatocellular	1
hsa-mir-93	Barrett Esophagus	1
hsa-mir-181b	Carcinoma, Hepatocellular	1
hsa-mir-133b	Cardiomegaly	1
hsa-mir-375	Liver Neoplasms	1
hsa-mir-218-2	Stomach Neoplasms	1
hsa-mir-107	Neoplasms	1
hsa-let-7f-1	Ovarian Neoplasms	1
hsa-mir-155	Pre-Eclampsia	1
hsa-mir-375	Stomach Neoplasms	1
hsa-mir-500	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-19b-1	Thyroid Carcinoma, Anaplastic	1
hsa-mir-1	Urinary Bladder Neoplasms	1
hsa-mir-92a	Ischemia	1
hsa-mir-25	Neoplasms	1
hsa-mir-93	Glioblastoma	1
hsa-mir-211	Melanoma	1
hsa-mir-328	Adenoviridae Infections	1
hsa-mir-214	Urinary Bladder Neoplasms	1
hsa-mir-19a	Esophageal Neoplasms	1
hsa-mir-208a	Heart Diseases	1
hsa-mir-133a-2	Urinary Bladder Neoplasms	1
hsa-mir-222	Inflammation	1
hsa-mir-132	Pancreatic Neoplasms	1
hsa-mir-29	Stomach Neoplasms	1
hsa-mir-1-1	Head and Neck Neoplasms	1
hsa-mir-10b	Glioblastoma	1
hsa-mir-150	Burkitt Lymphoma	1
hsa-mir-494	Carcinoma, Pancreatic Ductal	1
hsa-mir-300	Neoplasms	1
hsa-mir-200a	Neuroblastoma	1
hsa-mir-638	Breast Neoplasms	1
hsa-mir-130a	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-127	Breast Neoplasms	1
hsa-mir-30b	Laryngeal Neoplasms	1
hsa-mir-143	Urinary Bladder Neoplasms	1
hsa-mir-451a	Diabetic Nephropathies	1
hsa-mir-29c	Endometriosis	1
hsa-mir-497	Kidney Neoplasms	1
hsa-mir-204	Aneurysm	1
hsa-mir-328	Pulmonary Disease, Chronic Obstructive	1
hsa-mir-27a	Rhabdomyosarcoma	1
hsa-mir-501	Carcinoma, Hepatocellular	1
hsa-let-7b	Endometrial Neoplasms	1
hsa-let-7e	Endometrial Neoplasms	1
hsa-mir-24	Arteriosclerosis Obliterans	1
hsa-mir-937	Alzheimer Disease	1
hsa-mir-15a	Leukemia, Myeloid, Acute	1
hsa-mir-144	Colorectal Neoplasms	1
hsa-mir-126	Precursor Cell Lymphoblastic Leukemia-Lymphoma	1
hsa-mir-340	Prostatic Neoplasms	1
hsa-mir-622	Carcinoma, Hepatocellular	1
hsa-mir-302	Neurodegenerative Diseases	1
hsa-mir-608	Neoplasms	1
hsa-mir-129-1	Glioblastoma	1
hsa-mir-29b-1	Rhabdomyosarcoma	1
hsa-mir-196a-1	Stomach Neoplasms	1
hsa-mir-19a	Leukemia, Lymphocytic, Chronic, B-Cell	1
hsa-mir-208a	Lung Neoplasms	1
hsa-mir-196b	Leukemia	1
hsa-mir-212	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-10a	Pancreatic Neoplasms	1
hsa-let-7c	Carcinoma, Hepatocellular	1
hsa-mir-451	Non-alcoholic Fatty Liver Disease	1
hsa-mir-143	Endometrial Neoplasms	1
hsa-mir-192	Colonic Neoplasms	1
hsa-mir-93	Colorectal Neoplasms	1
hsa-mir-27a	Glioma	1
hsa-mir-200b	Pancreatic Neoplasms	1
hsa-mir-135a-1	Carcinoma, Hepatocellular	1
hsa-mir-103a-2	Endometrial Neoplasms	1
hsa-mir-302d	Head and Neck Neoplasms	1
hsa-mir-133b	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-92a-1	Glioblastoma	1
hsa-mir-183	Carcinoma, Hepatocellular	1
hsa-mir-212	Breast Neoplasms	1
hsa-mir-429	Colorectal Neoplasms	1
hsa-mir-205	Parkinson Disease	1
hsa-mir-7-3	Lung Neoplasms	1
hsa-mir-493	Melanoma	1
hsa-mir-195	Osteosarcoma	1
hsa-mir-16-1	Glioma	1
hsa-mir-135a-1	Carcinoma, Renal Cell	1
hsa-mir-137	Lung Neoplasms	1
hsa-mir-150	Cardiomegaly	1
hsa-mir-218-2	Colonic Neoplasms	1
hsa-mir-330	Colorectal Neoplasms	1
hsa-mir-454	Colorectal Neoplasms	1
hsa-mir-135a-1	Neoplasms	1
hsa-mir-218-2	Carcinoma, Renal Cell	1
hsa-mir-21	Esophageal Neoplasms	1
hsa-mir-133a-1	Colorectal Neoplasms	1
hsa-mir-26a	Urinary Bladder Neoplasms	1
hsa-mir-218	Osteosarcoma	1
hsa-mir-135b	Triple Negative Breast Neoplasms	1
hsa-mir-92-1	Gastrointestinal Stromal Tumors	1
hsa-mir-429	Esophageal Neoplasms	1
hsa-mir-130b	Pancreatic Neoplasms	1
hsa-let-7d	Diabetes Mellitus, Type 2	1
hsa-mir-19b	Cardiomegaly	1
hsa-mir-138	Colorectal Neoplasms	1
hsa-mir-373	Stomach Neoplasms	1
hsa-mir-192	Neuroblastoma	1
hsa-mir-124	Endometrial Neoplasms	1
hsa-mir-590	Uterine Cervical Neoplasms	1
hsa-mir-329	Neuroblastoma	1
hsa-mir-195	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-196a	Pancreatic Neoplasms	1
hsa-mir-150	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-142	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-1247	Pancreatic Neoplasms	1
hsa-mir-506	Uterine Cervical Neoplasms	1
hsa-mir-135a-2	Breast Neoplasms	1
hsa-mir-23b	Ovarian Neoplasms	1
hsa-mir-217	Carcinoma, Hepatocellular	1
hsa-mir-22	Pancreatitis, Acute Necrotizing	1
hsa-mir-335	Glioma	1
hsa-mir-129	Carcinoma, Renal Cell	1
hsa-mir-152	Atherosclerosis	1
hsa-mir-331	Carcinoma, Hepatocellular	1
hsa-mir-34b	Parkinson Disease	1
hsa-mir-1236	HIV Infections	1
hsa-mir-141	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-922	Alzheimer Disease	1
hsa-mir-373	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-506	Carcinoma, Hepatocellular	1
hsa-mir-196b	Hepatitis C	1
hsa-mir-26a	Lung Neoplasms	1
hsa-mir-200	Hirschsprung Disease	1
hsa-mir-203a	Carcinoma, Renal Cell	1
hsa-mir-144	Neoplasms	1
hsa-mir-133	Stomach Neoplasms	1
hsa-mir-202	Osteosarcoma	1
hsa-mir-198	Colorectal Neoplasms	1
hsa-mir-7	Neoplasms	1
hsa-mir-339	Colonic Neoplasms	1
hsa-mir-218	Hypersensitivity	1
hsa-mir-193b	Pancreatic Neoplasms	1
hsa-mir-222	Biliary Atresia	1
hsa-mir-150	Thrombosis	1
hsa-mir-30a	Osteosarcoma	1
hsa-mir-431	Pre-Eclampsia	1
hsa-mir-152	Neoplasms	1
hsa-mir-199a	Carcinoma, Hepatocellular	1
hsa-mir-375	Diabetes Mellitus, Type 2	1
hsa-mir-185	Liver Diseases	1
hsa-mir-155	Liver Neoplasms	1
hsa-mir-32	Carcinoma, Hepatocellular	1
hsa-mir-204	Lymphoma, B-Cell	1
hsa-mir-329	Stomach Neoplasms	1
hsa-mir-214	Heart Diseases	1
hsa-mir-148a	Urinary Bladder Neoplasms	1
