mir	disease	causality
hsa-mir-181b	Uterine Cervical Neoplasms	1
hsa-mir-143	Stomach Neoplasms	1
hsa-mir-503	Carcinoma, Hepatocellular	1
hsa-mir-490	Lung Neoplasms	1
hsa-mir-320a	Urinary Bladder Neoplasms	1
hsa-mir-152	Pancreatic Neoplasms	1
hsa-mir-99a	Pancreatic Neoplasms	1
hsa-mir-133a	Colonic Neoplasms	1
hsa-mir-592	Ischemia	1
hsa-mir-149	Breast Neoplasms	1
hsa-mir-99a	Breast Neoplasms	1
hsa-mir-199a	Stomach Neoplasms	1
hsa-mir-199a	Ovarian Neoplasms	1
hsa-mir-1	Chordoma	1
hsa-mir-130a	Uterine Cervical Neoplasms	1
hsa-mir-155	Colorectal Neoplasms	1
hsa-mir-509	Neoplasms	1
hsa-mir-125b	Carcinoma, Hepatocellular	1
hsa-mir-335	Pancreatic Neoplasms	1
hsa-mir-196b	Stomach Neoplasms	1
hsa-mir-126	Giant Cell Tumor of Bone	1
hsa-mir-137	Gastrointestinal Stromal Tumors	1
hsa-mir-29b	Diabetes Mellitus	1
hsa-mir-370	Ovarian Neoplasms	1
hsa-mir-101	Endometrial Neoplasms	1
hsa-mir-181a	Hypersensitivity	1
hsa-mir-124	Uterine Cervical Neoplasms	1
hsa-mir-20a	Cholangiocarcinoma	1
hsa-mir-382	Osteosarcoma	1
hsa-mir-132	Pituitary Neoplasms	1
hsa-mir-185	Breast Neoplasms	1
hsa-mir-143	Lung Neoplasms	1
hsa-mir-383	Neoplasms	1
hsa-mir-103a	Stomach Neoplasms	1
hsa-mir-10a	Cicatrix, Hypertrophic	1
hsa-mir-181c	Cicatrix, Hypertrophic	1
hsa-mir-511	Carcinoma, Hepatocellular	1
hsa-mir-1178	Pancreatic Neoplasms	1
hsa-mir-185	Diabetes Mellitus	1
hsa-mir-129	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-130a	Breast Neoplasms	1
hsa-mir-191	Osteosarcoma	1
hsa-mir-522	Glioblastoma	1
hsa-mir-423	Heart Failure	1
hsa-mir-200a	Carcinoma, Renal Cell	1
hsa-mir-509	Carcinoma, Renal Cell	1
hsa-mir-520a	Carcinoma, Hepatocellular	1
hsa-mir-429	Carcinoma, Pancreatic Ductal	1
hsa-mir-192	Hirschsprung Disease	1
hsa-mir-133a	Endometrial Neoplasms	1
hsa-mir-194	Inflammation	1
hsa-mir-148b	Liver Neoplasms	1
hsa-mir-429	Breast Neoplasms	1
hsa-mir-495	Breast Neoplasms	1
hsa-mir-30a	Lung Neoplasms	1
hsa-mir-101	Atherosclerosis	1
hsa-mir-101	Triple Negative Breast Neoplasms	1
hsa-mir-29b	Neoplasms	1
hsa-mir-222	Atherosclerosis	1
hsa-mir-130a	Stomach Neoplasms	1
hsa-mir-133a	Carcinoma, Hepatocellular	1
hsa-mir-20b	Urinary Bladder Neoplasms	1
hsa-mir-17	Lupus Erythematosus, Systemic	1
hsa-mir-499a	Atherosclerosis	1
hsa-mir-139	Mouth Neoplasms	1
hsa-mir-204	Breast Neoplasms	1
hsa-mir-107	Carcinoma, Hepatocellular	1
hsa-mir-378a	Breast Neoplasms	1
hsa-mir-100	Stomach Neoplasms	1
hsa-mir-30a	Pre-Eclampsia	1
hsa-mir-504	Glioma	1
hsa-mir-26a	Osteoarthritis	1
hsa-mir-122	Sepsis	1
hsa-mir-34a	Sepsis	1
hsa-mir-198	Osteosarcoma	1
hsa-mir-204	Hypertension, Pulmonary	1
hsa-mir-200b	Osteosarcoma	1
hsa-mir-187	Carcinoma, Hepatocellular	1
hsa-mir-181a	Osteosarcoma	1
hsa-let-7g	Glioblastoma	1
hsa-mir-370	Hepatitis B	1
hsa-mir-9	Laryngeal Neoplasms	1
hsa-mir-149	Diabetes Mellitus, Type 1	1
hsa-mir-590	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-125b	Diabetic Nephropathies	1
hsa-mir-199a	Urinary Bladder Neoplasms	1
hsa-mir-421	Uterine Cervical Neoplasms	1
hsa-let-7g	Hypertension, Pulmonary	1
hsa-mir-346	Breast Neoplasms	1
hsa-mir-15a	Osteoarthritis	1
hsa-mir-206	Carcinoma, Renal Cell	1
hsa-mir-302a	Glioma	1
hsa-mir-15a	Intervertebral Disc Degeneration	1
hsa-mir-1271	Prostatic Neoplasms	1
hsa-mir-599	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-93	Bone Diseases	1
hsa-mir-15a	Aortic Aneurysm, Abdominal	1
hsa-mir-181	Breast Neoplasms	1
hsa-mir-365	Glioma	1
hsa-mir-27b	Adenoviridae Infections	1
hsa-mir-194	Melanoma	1
hsa-mir-125b	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-661	Osteosarcoma	1
hsa-mir-193a	Prostatic Neoplasms	1
hsa-mir-210	Atherosclerosis	1
hsa-mir-26a	Tuberculosis	1
hsa-mir-1236	Lung Neoplasms	1
hsa-mir-646	Stomach Neoplasms	1
hsa-mir-193a	Carcinoma, Renal Cell	1
hsa-mir-138	Carcinoma, Hepatocellular	1
hsa-mir-155	Lung Neoplasms	1
hsa-mir-26a	Melanoma	1
hsa-mir-31	Stomach Neoplasms	1
hsa-mir-16	Cholangiocarcinoma	1
hsa-mir-124	Hypertension, Pulmonary	1
hsa-mir-27a	Non-alcoholic Fatty Liver Disease	1
hsa-mir-146a	Asthma	1
hsa-mir-522	Colorectal Neoplasms	1
hsa-mir-29b	Neuroblastoma	1
hsa-mir-19b	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-342	Melanoma	1
hsa-mir-625	Thyroid Neoplasms	1
hsa-mir-375	Non-alcoholic Fatty Liver Disease	1
hsa-mir-135a	Atherosclerosis	1
hsa-mir-224	Carcinoma, Renal Cell	1
hsa-mir-302c	Colorectal Neoplasms	1
hsa-mir-592	Stomach Neoplasms	1
hsa-mir-210	Osteosarcoma	1
hsa-mir-758	Glioblastoma	1
hsa-mir-590	Asthma	1
hsa-mir-146b	Carcinoma, Renal Cell	1
hsa-mir-363	Carcinoma, Renal Cell	1
hsa-mir-30d	Intervertebral Disc Degeneration	1
hsa-mir-345	Leukemia, Myeloid, Acute	1
hsa-mir-223	Cardiovascular Diseases	1
hsa-mir-650	Mouth Neoplasms	1
hsa-mir-374b	Urinary Bladder Neoplasms	1
hsa-mir-92-1	Thyroid Carcinoma, Anaplastic	1
hsa-mir-29a	Scleroderma, Systemic	1
hsa-mir-125b	Prostatic Neoplasms	1
hsa-mir-335	Colorectal Neoplasms	1
hsa-mir-377	Glioblastoma	1
hsa-mir-133b	Infertility	1
hsa-mir-302a	Breast Neoplasms	1
hsa-mir-520d	Stomach Neoplasms	1
hsa-mir-21	Cardiovascular Diseases	1
hsa-mir-25	Atrial Fibrillation	1
hsa-mir-1297	Colorectal Neoplasms	1
hsa-mir-328	Glioma	1
hsa-mir-221	Laryngeal Neoplasms	1
hsa-mir-203	Colorectal Neoplasms	1
hsa-mir-92a	Uterine Cervical Neoplasms	1
hsa-mir-17	Cystic Fibrosis	1
hsa-mir-34c	Myocardial Infarction	1
hsa-mir-186	Urinary Bladder Neoplasms	1
hsa-mir-625	Colorectal Neoplasms	1
hsa-mir-25	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-362	Kidney Neoplasms	1
hsa-mir-613	Prostatic Neoplasms	1
hsa-mir-503	Colorectal Neoplasms	1
hsa-mir-542	Urinary Bladder Neoplasms	1
hsa-mir-206	Uterine Cervical Neoplasms	1
hsa-mir-493	Breast Neoplasms	1
hsa-mir-21	Keloid	1
hsa-mir-1297	Melanoma	1
hsa-mir-146a	Autism Spectrum Disorder	1
hsa-mir-33	Atherosclerosis	1
hsa-mir-222	Non-alcoholic Fatty Liver Disease	1
hsa-mir-19a	Lymphoma, B-Cell	1
hsa-mir-16-2	Retinoblastoma	1
hsa-mir-629	Liver Neoplasms	1
hsa-mir-493	Neoplasms	1
hsa-mir-23b	Multiple Myeloma	1
