mir	disease	causality
hsa-mir-100	Carcinoma, Renal Cell	1
hsa-mir-32	Colorectal Neoplasms	1
hsa-mir-451	Urinary Bladder Neoplasms	1
hsa-mir-1271	Diabetes Mellitus, Type 2	1
hsa-mir-582	Pre-Eclampsia	1
hsa-mir-361	Carcinoma, Hepatocellular	1
hsa-mir-335	Urinary Bladder Neoplasms	1
hsa-mir-935	Carcinoma, Hepatocellular	1
hsa-mir-216b	Breast Neoplasms	1
hsa-mir-106a	Stomach Neoplasms	1
hsa-mir-937	Lung Neoplasms	1
hsa-mir-33a	Gallbladder Neoplasms	1
hsa-mir-1908	Wound Healing	1
hsa-mir-133a	Osteosarcoma	1
hsa-mir-205	Myelodysplastic Syndromes	1
hsa-mir-383	Lung Neoplasms	1
hsa-mir-200c	Stomach Neoplasms	1
hsa-mir-375	Liver Failure	1
hsa-mir-181a	Leukemia, Myeloid, Acute	1
hsa-mir-145	Osteoarthritis	1
hsa-mir-211	Uterine Cervical Neoplasms	1
hsa-mir-9	Breast Neoplasms	1
hsa-mir-27b	Multiple Myeloma	1
hsa-mir-487b	Colorectal Neoplasms	1
hsa-mir-592	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-16	Acute Lung Injury	1
hsa-mir-761	Triple Negative Breast Neoplasms	1
hsa-mir-129	Glioblastoma	1
hsa-mir-30c	Non-alcoholic Fatty Liver Disease	1
hsa-mir-19b	Cardiovascular Diseases	1
hsa-mir-181b	Atherosclerosis	1
hsa-mir-218-1	Breast Neoplasms	1
hsa-mir-499	Myocardial Infarction	1
hsa-mir-543	Prostatic Neoplasms	1
hsa-mir-133a	Atherosclerosis	1
hsa-mir-214	Reperfusion Injury	1
hsa-mir-126	Spinal Cord Injuries	1
hsa-mir-193b	Adenoviridae Infections	1
hsa-mir-138	Gallbladder Neoplasms	1
hsa-mir-29a	Prostatic Neoplasms	1
hsa-mir-26a	Diabetes Mellitus, Type 2	1
hsa-mir-210	Osteoarthritis	1
hsa-mir-15a	Reperfusion Injury	1
hsa-mir-33b	Colorectal Neoplasms	1
hsa-mir-874	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-133a	Cardiomyopathy, Hypertrophic	1
hsa-mir-383	Prostatic Neoplasms	1
hsa-mir-630	Stomach Neoplasms	1
hsa-mir-1	Cardiomegaly	1
hsa-mir-613	Stomach Neoplasms	1
hsa-mir-143	Lymphoma	1
hsa-mir-429	Glioblastoma	1
hsa-mir-181c	Lung Neoplasms	1
hsa-mir-27a	Endometrial Neoplasms	1
hsa-mir-1	Colorectal Neoplasms	1
hsa-mir-508	Glioma	1
hsa-mir-490	Colorectal Neoplasms	1
hsa-mir-124	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-30a	Carcinoma, Renal Cell	1
hsa-mir-130b	Lupus Nephritis	1
hsa-mir-130a	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	1
hsa-mir-196a	Carcinoma, Renal Cell	1
hsa-mir-326	Multiple Sclerosis	1
hsa-let-7c	Acute Kidney Injury	1
hsa-mir-155	Kidney Neoplasms	1
hsa-mir-296	Uterine Cervical Neoplasms	1
hsa-mir-188	Glioma	1
hsa-mir-210	Intervertebral Disc Degeneration	1
hsa-mir-34b	Leukemia, Myeloid, Acute	1
hsa-mir-26a	Breast Neoplasms	1
hsa-mir-126	Macular Degeneration	1
hsa-mir-365	Stroke	1
hsa-mir-216b	Diabetic Angiopathies	1
hsa-mir-139	Adrenocortical Carcinoma	1
hsa-mir-483	Adrenocortical Carcinoma	1
hsa-mir-200	Triple Negative Breast Neoplasms	1
hsa-mir-15a	Diabetes Mellitus	1
hsa-mir-24	Hyperglycemia	1
hsa-mir-302c	Glioblastoma	1
hsa-mir-26a	Prostatic Neoplasms	1
hsa-mir-181c	Diabetes Mellitus	1
hsa-mir-34c	Prostatic Neoplasms	1
hsa-mir-520a	Burkitt Lymphoma	1
hsa-mir-29b	Inflammation	1
hsa-mir-182	Myocardial Infarction	1
hsa-mir-485	Breast Neoplasms	1
hsa-mir-221	Myocardial Reperfusion Injury	1
hsa-mir-124	Retinoblastoma	1
hsa-mir-122	Urinary Bladder Neoplasms	1
hsa-mir-338	Ovarian Neoplasms	1
hsa-mir-181a	Leukemia	1
hsa-mir-129	Wound Healing	1
hsa-mir-148a	Stomach Neoplasms	1
hsa-mir-212	Prostatic Neoplasms	1
hsa-mir-21	Heart Failure	1
hsa-mir-616	Stomach Neoplasms	1
hsa-mir-24	Hodgkin Disease	1
hsa-mir-143	Myocardial Infarction	1
hsa-mir-20a	Triple Negative Breast Neoplasms	1
hsa-mir-300	Carcinoma, Hepatocellular	1
hsa-mir-30a	Melanoma	1
hsa-mir-125b	Alzheimer Disease	1
hsa-mir-181a	Colorectal Neoplasms	1
hsa-mir-340	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-34c	Inflammatory Bowel Diseases	1
hsa-mir-200c	Pulmonary Fibrosis	1
hsa-mir-137	Triple Negative Breast Neoplasms	1
hsa-mir-498	Breast Neoplasms	1
hsa-mir-21	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	1
hsa-mir-616	Pre-Eclampsia	1
hsa-mir-132	Glioma	1
hsa-mir-29a	Idiopathic Pulmonary Fibrosis	1
hsa-mir-134	Atherosclerosis	1
hsa-mir-182	Urinary Bladder Neoplasms	1
hsa-mir-133a	Asthma	1
hsa-mir-874	Diabetic Nephropathies	1
hsa-mir-1-2	Arrhythmias, Cardiac	1
hsa-mir-483	Colonic Neoplasms	1
hsa-mir-125b	Breast Neoplasms	1
hsa-mir-141	Neoplasms	1
hsa-mir-200b	Breast Neoplasms	1
hsa-mir-384	Glioma	1
hsa-mir-494	Glioblastoma	1
hsa-mir-1307	Cartilage Diseases	1
hsa-mir-27a	Obesity	1
hsa-mir-24	Gastrointestinal Neoplasms	1
hsa-mir-9-1	Stomach Neoplasms	1
hsa-mir-9-2	Stomach Neoplasms	1
hsa-mir-150	Pulmonary Embolism	1
hsa-mir-448	Aneurysm	1
hsa-mir-516a-1	Ovarian Neoplasms	1
hsa-mir-602	Carcinoma, Hepatocellular	1
hsa-mir-206	Pulmonary Disease, Chronic Obstructive	1
hsa-mir-92a-2	Leukemia, Myeloid, Acute	1
hsa-mir-302a	Carcinoma, Pancreatic Ductal	1
hsa-mir-125a	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-27b	Aneurysm	1
hsa-mir-494	Ischemia	1
hsa-mir-20a	Neoplasms	1
hsa-mir-92-1	Neoplasms	1
hsa-mir-107	Gastrointestinal Neoplasms	1
hsa-mir-203	Urinary Bladder Neoplasms	1
hsa-mir-124-3	Arthritis, Rheumatoid	1
hsa-mir-203	Uterine Cervical Neoplasms	1
hsa-mir-212	Pancreatic Neoplasms	1
hsa-mir-196a	Uterine Cervical Neoplasms	1
hsa-mir-24-2	Breast Neoplasms	1
hsa-mir-373	Carcinoma, Hepatocellular	1
hsa-mir-223	Carcinoma, Hepatocellular	1
hsa-mir-100	Thyroid Neoplasms	1
hsa-mir-143	Pancreatic Neoplasms	1
hsa-mir-133	Inflammatory Bowel Diseases	1
hsa-mir-146b	Prostatic Neoplasms	1
hsa-mir-133a	Cardiovascular Diseases	1
hsa-mir-23a	Arbovirus Infections	1
hsa-mir-302d	Glioblastoma	1
hsa-mir-7-2	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-125a	Lung Neoplasms	1
hsa-mir-206	Colorectal Neoplasms	1
hsa-let-7a-1	Sarcoma, Ewing	1
hsa-mir-9-1	Glioblastoma	1
hsa-mir-27b	Pulmonary Fibrosis	1
hsa-mir-106a	Esophageal Neoplasms	1
hsa-mir-20a	Lymphoma, Mantle-Cell	1
hsa-mir-17	Colorectal Neoplasms	1
hsa-mir-582	Colorectal Neoplasms	1
hsa-mir-582	Lung Neoplasms	1
hsa-mir-20a	Osteosarcoma	1
hsa-mir-181d	Glioma	1
hsa-mir-1246	Colorectal Neoplasms	1
hsa-mir-155	Arthritis, Rheumatoid	1
hsa-mir-127	Osteosarcoma	1
hsa-mir-127	Carcinoma, Hepatocellular	1
hsa-mir-92a-1	Leukemia, Lymphocytic, Chronic, B-Cell	1
hsa-mir-506	Liver Cirrhosis	1
hsa-mir-22	Rhabdomyosarcoma	1
hsa-mir-193a	Neoplasms	1
hsa-mir-135a-1	Breast Neoplasms	1
hsa-mir-27a	Prostatic Neoplasms	1
hsa-mir-126	Diabetes Mellitus	1
hsa-mir-330	Breast Neoplasms	1
hsa-mir-7-2	Stomach Neoplasms	1
hsa-mir-19b-2	Leukemia-Lymphoma, Adult T-Cell	1
hsa-mir-143	Wounds and Injuries	1
hsa-mir-320c-1	Colorectal Neoplasms	1
hsa-mir-10b	Colonic Neoplasms	1
hsa-mir-9-2	Colonic Neoplasms	1
hsa-mir-302c	Head and Neck Neoplasms	1
hsa-mir-542	Glioma	1
hsa-mir-365	Stomach Neoplasms	1
hsa-mir-137	Colorectal Neoplasms	1
hsa-mir-106a	Colorectal Neoplasms	1
hsa-mir-224	Melanoma	1
hsa-mir-34c	Breast Neoplasms	1
hsa-mir-135a	Rectal Neoplasms	1
hsa-mir-124-2	Prostatic Neoplasms	1
hsa-mir-210	Nervous System Diseases	1
hsa-mir-152	Glioma	1
hsa-mir-223	Osteosarcoma	1
hsa-mir-21	Carcinoma, Endometrioid	1
hsa-mir-218-1	Colonic Neoplasms	1
hsa-mir-31	Colonic Neoplasms	1
hsa-mir-196b	Endometriosis	1
hsa-mir-31	Colorectal Neoplasms	1
hsa-mir-31	Breast Neoplasms	1
hsa-mir-126	Esophageal Neoplasms	1
hsa-mir-200a	Stomach Neoplasms	1
hsa-mir-92b	Glioma	1
hsa-mir-181b-1	Glioma	1
hsa-mir-152	Prostatic Neoplasms	1
hsa-mir-30a	Colorectal Neoplasms	1
hsa-mir-145	Colorectal Neoplasms	1
hsa-mir-200b	Glioma	1
hsa-mir-503	Carcinoma, Endometrioid	1
hsa-mir-150	Lung Neoplasms	1
hsa-mir-26a-1	Breast Neoplasms	1
hsa-mir-223	Barrett Esophagus	1
hsa-mir-196b	Uterine Cervical Neoplasms	1
hsa-mir-221	Aneurysm	1
hsa-mir-218	Glioma	1
hsa-mir-199a	Heart Diseases	1
hsa-mir-145	Carcinoma, Renal Cell	1
hsa-mir-26a	Ischemia	1
hsa-mir-16	Hepatitis B	1
hsa-mir-21	Hodgkin Disease	1
hsa-mir-338	Neuroblastoma	1
hsa-mir-132	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-200a	Glioma	1
hsa-mir-100	Glioblastoma	1
hsa-mir-29b-1	Urinary Bladder Neoplasms	1
hsa-mir-326	Pulmonary Fibrosis	1
hsa-mir-29a	Colorectal Neoplasms	1
hsa-mir-7	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-30b	Colorectal Neoplasms	1
hsa-mir-503	Glioblastoma	1
hsa-mir-451	Neoplasms	1
hsa-mir-125a	Leukemia, Myeloid, Acute	1
hsa-mir-520c	Lymphoma, Large B-Cell, Diffuse	1
hsa-mir-200c	Pituitary Neoplasms	1
hsa-mir-210	Ovarian Neoplasms	1
hsa-mir-10b	Urinary Bladder Neoplasms	1
hsa-mir-506	Ovarian Neoplasms	1
hsa-mir-99b	Uterine Cervical Neoplasms	1
hsa-mir-202	Carcinoma, Hepatocellular	1
hsa-mir-135a	Pancreatitis, Acute Necrotizing	1
hsa-mir-138	Arbovirus Infections	1
hsa-mir-126	Urinary Bladder Neoplasms	1
hsa-mir-19b	Osteosarcoma	1
hsa-mir-103	Colorectal Neoplasms	1
hsa-mir-320a	Granulosa Cell Tumor	1
hsa-mir-126	Stomach Neoplasms	1
hsa-mir-449a	Endometrial Neoplasms	1
hsa-mir-218	Pancreatic Neoplasms	1
hsa-mir-646	Carcinoma, Renal Cell	1
hsa-mir-26a	Arbovirus Infections	1
hsa-mir-195	Neoplasms	1
hsa-mir-944	Uterine Cervical Neoplasms	1
hsa-mir-99a	Lung Neoplasms	1
hsa-mir-124	Glioma	1
hsa-mir-223	Leukemia, Lymphocytic, Chronic, B-Cell	1
hsa-mir-377	Myocardial Ischemia	1
hsa-mir-125b-1	Pre-Eclampsia	1
hsa-mir-144	Cholangiocarcinoma	1
hsa-mir-142	Inflammation	1
hsa-mir-30b	Inflammation	1
